,Unnamed: 0,Unnamed: 0.1,count,hate_speech,offensive_language,neither,label,sentence1,H_yb,H_yx,correct_yx,predicted_label,PVI
0,0,0,3,0,0,3,2,you you you  ,3.2734973269816057,0.8118770841015521,True,2,2.4616202428800538
1,1,1,3,0,3,0,1, hoe,0.39905480867489684,0.04325527258957044,True,1,0.3557995360853264
2,2,2,3,0,3,0,1,You You fuck  bitch,0.2795304801731817,0.054043463168709525,True,1,0.22548701700447218
3,3,3,3,0,2,1,1,  ,0.39905480867489684,2.241849488501024,False,2,-1.842794679826127
4,4,4,6,0,6,0,1,you bitch,0.2854303920453263,0.0226964031459286,True,1,0.2627339888993977
5,5,5,3,1,2,0,1,you fucking  hoes,0.2854303920453263,0.05146941224918709,True,1,0.2339609797961392
6,6,6,3,0,3,0,1, bitch,0.39905480867489684,0.014893866872620645,True,1,0.3841609418022762
7,7,7,3,0,3,0,1,you bitches,0.2854303920453263,0.015757314440364465,True,1,0.2696730776049618
8,8,8,3,0,3,0,1,you bitch,0.2854303920453263,0.0226964031459286,True,1,0.2627339888993977
9,9,9,3,1,2,0,1,  ,0.39905480867489684,2.241849488501024,False,2,-1.842794679826127
10,10,10,3,0,3,0,1, bitch,0.39905480867489684,0.014893866872620645,True,1,0.3841609418022762
11,11,11,3,0,3,0,1, bitch,0.39905480867489684,0.014893866872620645,True,1,0.3841609418022762
12,12,12,3,0,2,1,1, hoes,0.39905480867489684,0.01993522755818527,True,1,0.37911958111671157
13,13,13,3,0,3,0,1, bitches,0.39905480867489684,0.014316640394081877,True,1,0.384738168280815
14,14,14,3,1,2,0,1, bitch,0.39905480867489684,0.014893866872620645,True,1,0.3841609418022762
15,15,15,3,0,3,0,1, bitch nigga,0.39905480867489684,0.09058745499360304,True,1,0.3084673536812938
16,16,16,3,0,3,0,1, bitch,0.39905480867489684,0.014893866872620645,True,1,0.3841609418022762
17,17,17,3,1,2,0,1,you bitch,0.2854303920453263,0.0226964031459286,True,1,0.2627339888993977
18,18,18,3,0,3,0,1, bitches,0.39905480867489684,0.014316640394081877,True,1,0.384738168280815
19,19,19,3,0,3,0,1, bitch,0.39905480867489684,0.014893866872620645,True,1,0.3841609418022762
20,20,20,3,0,3,0,1, bitch,0.39905480867489684,0.014893866872620645,True,1,0.3841609418022762
21,21,21,3,0,3,0,1, bitch,0.39905480867489684,0.014893866872620645,True,1,0.3841609418022762
22,22,22,3,0,3,0,1,you hoes,0.2854303920453263,0.018466947643579378,True,1,0.2669634444017469
23,23,23,3,0,3,0,1, fuck   bitch            fuck,0.39905480867489684,0.04018117407720977,True,1,0.35887363459768706
24,24,24,3,0,3,0,1, bitch,0.39905480867489684,0.014893866872620645,True,1,0.3841609418022762
25,25,25,3,0,2,1,1, pussy,0.39905480867489684,0.01780096734228417,True,1,0.3812538413326127
26,26,26,3,0,3,0,1, hoe,0.39905480867489684,0.04325527258957044,True,1,0.3557995360853264
27,27,27,3,0,3,0,1, pussy        pussy,0.39905480867489684,0.016323985558190573,True,1,0.38273082311670625
28,28,28,3,0,3,0,1, bitch  fuck,0.39905480867489684,0.028764671882817287,True,1,0.37029013679207956
29,29,29,3,0,3,0,1, bitch,0.39905480867489684,0.014893866872620645,True,1,0.3841609418022762
30,30,30,3,0,3,0,1, bitch   bitch pussy,0.39905480867489684,0.017812546224919505,True,1,0.38124226244997733
31,31,31,3,0,3,0,1, bitches,0.39905480867489684,0.014316640394081877,True,1,0.384738168280815
32,32,32,3,0,3,0,1,you pussy nigga,0.2854303920453263,0.09962679037973572,True,1,0.18580360166559057
33,33,33,3,0,3,0,1,you you pussy,0.274886435089296,0.018758149375942015,True,1,0.256128285713354
34,34,34,3,0,3,0,1,you bitches,0.2854303920453263,0.015757314440364465,True,1,0.2696730776049618
35,35,35,3,0,3,0,1, bitch,0.39905480867489684,0.014893866872620645,True,1,0.3841609418022762
36,36,36,3,0,3,0,1, bitch,0.39905480867489684,0.014893866872620645,True,1,0.3841609418022762
37,37,37,3,0,3,0,1, bitches,0.39905480867489684,0.014316640394081877,True,1,0.384738168280815
38,38,38,3,0,2,1,1, hoes,0.39905480867489684,0.01993522755818527,True,1,0.37911958111671157
39,39,39,3,0,3,0,1, hoes,0.39905480867489684,0.01993522755818527,True,1,0.37911958111671157
40,40,40,3,0,1,2,2, pussy,2.3833482980501848,8.128842719874319,False,1,-5.745494421824134
