,Unnamed: 0,Unnamed: 0.1,count,hate_speech,offensive_language,neither,label,sentence1,H_yb,H_yx,correct_yx,PVI
0,0,0,3,0,0,3,2, ,2.6123577204778594,0.5449365928623908,True,2.067421127615469
1,1,1,3,0,3,0,1,hoe,0.36065476438332605,0.02828525741247801,True,0.33236950697084805
2,2,2,3,0,3,0,1,fuck  bitch,0.36065476438332605,0.024040196710339648,True,0.3366145676729864
3,3,3,3,0,2,1,1, ,0.36065476438332605,1.9405881996265875,False,-1.5799334352432615
4,4,4,6,0,6,0,1,bitch,0.36065476438332605,0.005568783217621492,True,0.35508598116570456
5,5,5,3,1,2,0,1,fucking  hoes,0.36065476438332605,0.05168339208344818,True,0.30897137229987787
6,6,6,3,0,3,0,1,bitch,0.36065476438332605,0.005568783217621492,True,0.35508598116570456
7,7,7,3,0,3,0,1,bitches,0.36065476438332605,0.004545948790808126,True,0.35610881559251795
8,8,8,3,0,3,0,1,bitch,0.36065476438332605,0.005568783217621492,True,0.35508598116570456
9,9,9,3,1,2,0,1, ,0.36065476438332605,1.9405881996265875,False,-1.5799334352432615
10,10,10,3,0,3,0,1,bitch,0.36065476438332605,0.005568783217621492,True,0.35508598116570456
11,11,11,3,0,3,0,1,bitch,0.36065476438332605,0.005568783217621492,True,0.35508598116570456
12,12,12,3,0,2,1,1,hoes,0.36065476438332605,0.011487793698558,True,0.34916697068476804
13,13,13,3,0,3,0,1,bitches,0.36065476438332605,0.004545948790808126,True,0.35610881559251795
14,14,14,3,1,2,0,1,bitch,0.36065476438332605,0.005568783217621492,True,0.35508598116570456
15,15,15,3,0,3,0,1,bitch nigga,0.36065476438332605,0.04153551937959382,True,0.31911924500373223
16,16,16,3,0,3,0,1,bitch,0.36065476438332605,0.005568783217621492,True,0.35508598116570456
17,17,17,3,1,2,0,1,bitch,0.36065476438332605,0.005568783217621492,True,0.35508598116570456
18,18,18,3,0,3,0,1,bitches,0.36065476438332605,0.004545948790808126,True,0.35610881559251795
19,19,19,3,0,3,0,1,bitch,0.36065476438332605,0.005568783217621492,True,0.35508598116570456
20,20,20,3,0,3,0,1,bitch,0.36065476438332605,0.005568783217621492,True,0.35508598116570456
21,21,21,3,0,3,0,1,bitch,0.36065476438332605,0.005568783217621492,True,0.35508598116570456
22,22,22,3,0,3,0,1,hoes,0.36065476438332605,0.011487793698558,True,0.34916697068476804
23,23,23,3,0,3,0,1,fuck   bitch            fuck,0.36065476438332605,0.05953960698210775,True,0.3011151574012183
24,24,24,3,0,3,0,1,bitch,0.36065476438332605,0.005568783217621492,True,0.35508598116570456
25,25,25,3,0,2,1,1,pussy,0.36065476438332605,0.009706604531893289,True,0.35094815985143274
26,26,26,3,0,3,0,1,hoe,0.36065476438332605,0.02828525741247801,True,0.33236950697084805
27,27,27,3,0,3,0,1,pussy        pussy,0.36065476438332605,0.021260218575777597,True,0.33939454580754846
28,28,28,3,0,3,0,1,bitch  fuck,0.36065476438332605,0.013526792096373327,True,0.34712797228695275
29,29,29,3,0,3,0,1,bitch,0.36065476438332605,0.005568783217621492,True,0.35508598116570456
30,30,30,3,0,3,0,1,bitch   bitch pussy,0.36065476438332605,0.010057782632013686,True,0.3505969817513124
31,31,31,3,0,3,0,1,bitches,0.36065476438332605,0.004545948790808126,True,0.35610881559251795
32,32,32,3,0,3,0,1,pussy nigga,0.36065476438332605,0.130649305380303,True,0.23000545900302305
33,33,33,3,0,3,0,1,pussy,0.36065476438332605,0.009706604531893289,True,0.35094815985143274
34,34,34,3,0,3,0,1,bitches,0.36065476438332605,0.004545948790808126,True,0.35610881559251795
35,35,35,3,0,3,0,1,bitch,0.36065476438332605,0.005568783217621492,True,0.35508598116570456
36,36,36,3,0,3,0,1,bitch,0.36065476438332605,0.005568783217621492,True,0.35508598116570456
37,37,37,3,0,3,0,1,bitches,0.36065476438332605,0.004545948790808126,True,0.35610881559251795
38,38,38,3,0,2,1,1,hoes,0.36065476438332605,0.011487793698558,True,0.34916697068476804
39,39,39,3,0,3,0,1,hoes,0.36065476438332605,0.011487793698558,True,0.34916697068476804
40,40,40,3,0,1,2,2,pussy,2.6123577204778594,8.485700821549711,False,-5.8733431010718515
41,41,41,3,0,3,0,1,hoes,0.36065476438332605,0.011487793698558,True,0.34916697068476804
42,42,42,3,0,3,0,1,hoe,0.36065476438332605,0.02828525741247801,True,0.33236950697084805
43,43,43,3,0,3,0,1,hoes,0.36065476438332605,0.011487793698558,True,0.34916697068476804
44,44,44,3,0,3,0,1,pussy,0.36065476438332605,0.009706604531893289,True,0.35094815985143274
45,45,45,3,0,3,0,1,pussy,0.36065476438332605,0.009706604531893289,True,0.35094815985143274
46,46,46,3,0,3,0,1,pussy,0.36065476438332605,0.009706604531893289,True,0.35094815985143274
47,47,47,3,0,3,0,1,pussy     fucked,0.36065476438332605,0.021915836842266907,True,0.33873892754105916
48,48,48,3,0,3,0,1,bitches,0.36065476438332605,0.004545948790808126,True,0.35610881559251795
49,49,49,3,1,2,0,1,hoes  niggas,0.36065476438332605,0.13062473449458936,True,0.2300300298887367
50,50,50,3,1,2,0,1,niggas   bitches,0.36065476438332605,0.03999683020991849,True,0.32065793417340754
51,51,51,3,0,3,0,1,niggas   hoes      bitches,0.36065476438332605,0.039155955162319865,True,0.3214988092210062
52,52,52,3,0,3,0,1,bitches,0.36065476438332605,0.004545948790808126,True,0.35610881559251795
53,53,53,3,0,3,0,1,bitches,0.36065476438332605,0.004545948790808126,True,0.35610881559251795
54,54,54,3,0,2,1,1,hoes,0.36065476438332605,0.011487793698558,True,0.34916697068476804
55,55,55,3,0,3,0,1,niggas      bitches,0.36065476438332605,0.039478229726373354,True,0.32117653465695273
